date,asset,size_exposure,beta_exposure,industry
2023-01-02,AST000,10.929059775111968,0.7849609813033426,SEC_00
2023-01-02,AST001,10.995855891424702,1.1263866705390146,SEC_01
2023-01-02,AST002,11.102748677139028,1.0455023298157125,SEC_02
2023-01-02,AST003,11.566475596688486,1.0314788670471262,SEC_03
2023-01-02,AST004,10.617221722716605,1.0986528186486648,SEC_04
2023-01-02,AST005,10.516291472030217,1.3519081138952775,SEC_05
2023-01-02,AST006,12.271091506993422,0.8716297932742185,SEC_06
2023-01-02,AST007,11.348048515455984,1.0662220291594513,SEC_07
2023-01-02,AST008,11.578160985109879,1.2272514571972657,SEC_00
2023-01-02,AST009,11.226969909278125,1.057595247925296,SEC_01
2023-01-02,AST010,11.95136968962845,1.013101089926044,SEC_02
2023-01-02,AST011,11.058779451973553,0.9706876498659643,SEC_03
2023-01-02,AST012,11.342113569345404,0.7119232313110546,SEC_04
2023-01-02,AST013,11.27345719370125,1.1317527661341957,SEC_05
2023-01-02,AST014,9.67648810811305,1.080644564263404,SEC_06
2023-01-02,AST015,10.579623828827799,0.8639088258517483,SEC_07
2023-01-02,AST016,11.05719529531958,0.8722260436948702,SEC_00
2023-01-02,AST017,10.9085018010981,0.8986148581746217,SEC_01
2023-01-02,AST018,10.970892760538511,0.928143339286478,SEC_02
2023-01-02,AST019,10.536989476235444,0.9895589117266963,SEC_03
2023-01-02,AST020,10.911417087395053,0.8832095335130106,SEC_04
2023-01-02,AST021,12.605333880667253,0.7766665893461566,SEC_05
2023-01-02,AST022,12.462333487761649,1.129070136575838,SEC_06
2023-01-02,AST023,10.559015442522847,1.023065416172449,SEC_07
2023-01-02,AST024,12.182127232893112,1.1061475039355837,SEC_00
2023-01-02,AST025,10.316419504867545,0.9224641559937505,SEC_01
2023-01-02,AST026,10.676323080232416,0.9237891413604506,SEC_02
2023-01-02,AST027,11.151387607397096,0.8824536924029108,SEC_03
2023-01-02,AST028,11.171685175157766,1.1417150809432812,SEC_04
2023-01-02,AST029,11.489942687336901,1.1152043166053152,SEC_05
2023-01-02,AST030,10.881395006347203,1.2269417538175353,SEC_06
2023-01-02,AST031,12.028566063532148,0.8534737642569334,SEC_07
2023-01-02,AST032,10.310290403057314,1.0919327179279945,SEC_00
2023-01-02,AST033,10.699554360413103,0.9912659927590455,SEC_01
2023-01-02,AST034,10.085803907318262,0.9339068960493854,SEC_02
2023-01-02,AST035,10.44806385920477,1.305374652249609,SEC_03
2023-01-02,AST036,11.422454035985709,1.0586943252472518,SEC_04
2023-01-02,AST037,11.94424935236299,1.4363327769612755,SEC_05
2023-01-02,AST038,10.666915527001457,1.236994081861092,SEC_06
2023-01-02,AST039,12.668184267763072,0.5231686272957956,SEC_07
2023-01-02,AST040,10.82255789910581,1.2099180726500836,SEC_00
2023-01-02,AST041,11.587690922406233,1.3130037317205736,SEC_01
2023-01-02,AST042,10.359099128939388,1.0385054295065645,SEC_02
2023-01-02,AST043,11.230368030204122,0.8207348271804087,SEC_03
2023-01-02,AST044,10.88785047056788,1.0738172561363795,SEC_04
2023-01-02,AST045,11.004611681328582,1.1300888629726857,SEC_05
2023-01-02,AST046,9.48247460562242,0.8752508075823112,SEC_06
2023-01-02,AST047,11.461791098636215,1.3683494136129397,SEC_07
2023-01-02,AST048,10.266288355227108,0.6184171609381043,SEC_00
2023-01-02,AST049,10.583133282288818,1.1172600445088328,SEC_01
2023-01-02,AST050,11.947704668192173,1.0231370572309562,SEC_02
2023-01-02,AST051,11.553484749672155,1.235787731537718,SEC_03
2023-01-02,AST052,11.437558418210855,1.0888026599270566,SEC_04
2023-01-02,AST053,10.321401750555392,0.6531121848132757,SEC_05
2023-01-02,AST054,11.575934408965502,0.9733056255310245,SEC_06
2023-01-02,AST055,10.756145599281975,0.8998303491367637,SEC_07
2023-01-02,AST056,11.048700175477082,0.8928165585801903,SEC_00
2023-01-02,AST057,11.09095532555728,1.1887174598232477,SEC_01
2023-01-02,AST058,11.489559453278611,1.0784490095794952,SEC_02
2023-01-02,AST059,10.49693987608572,0.970009554836587,SEC_03
2023-01-03,AST000,10.928171279547282,0.7824762314201482,SEC_00
2023-01-03,AST001,10.998055468078197,1.1136995111952912,SEC_01
2023-01-03,AST002,11.104127383495243,1.0140581523243841,SEC_02
2023-01-03,AST003,11.566808022212085,1.0123549404412542,SEC_03
2023-01-03,AST004,10.616664112089168,1.1284658561851073,SEC_04
2023-01-03,AST005,10.519173511098444,1.3074281992159302,SEC_05
2023-01-03,AST006,12.268962412215354,0.8991230745655577,SEC_06
2023-01-03,AST007,11.34970785514469,1.07193023281289,SEC_07
2023-01-03,AST008,11.579278366755775,1.2447472690716415,SEC_00
2023-01-03,AST009,11.229802362540807,1.04719205501047,SEC_01
2023-01-03,AST010,11.950117824260717,0.9888145917734427,SEC_02
2023-01-03,AST011,11.0595570832272,0.9616645695226083,SEC_03
2023-01-03,AST012,11.339174744277022,0.7361328266470545,SEC_04
2023-01-03,AST013,11.271852901881875,1.1857042312123531,SEC_05
2023-01-03,AST014,9.674209443835716,1.0883869415830993,SEC_06
2023-01-03,AST015,10.579039008648486,0.9043915878477775,SEC_07
2023-01-03,AST016,11.056493787498418,0.880630842041329,SEC_00
2023-01-03,AST017,10.911193339158471,0.8628732683224246,SEC_01
2023-01-03,AST018,10.972576568458637,0.9196072692539056,SEC_02
2023-01-03,AST019,10.536347103933613,1.052074245021422,SEC_03
2023-01-03,AST020,10.910889531817803,0.8803972976183391,SEC_04
2023-01-03,AST021,12.603959720641933,0.785615791629969,SEC_05
2023-01-03,AST022,12.465781177894886,1.1496825314119936,SEC_06
2023-01-03,AST023,10.560583613882974,1.014779998214913,SEC_07
2023-01-03,AST024,12.18340717688172,1.1290286093557758,SEC_00
2023-01-03,AST025,10.318338049473649,0.9254340393314883,SEC_01
2023-01-03,AST026,10.680915580562264,0.9014504898087375,SEC_02
2023-01-03,AST027,11.14946946518362,0.8935252867408465,SEC_03
2023-01-03,AST028,11.171770796001173,1.1407007519025314,SEC_04
2023-01-03,AST029,11.492211712779923,1.141733509850887,SEC_05
2023-01-03,AST030,10.880671389405416,1.2148091503500942,SEC_06
2023-01-03,AST031,12.025830797037658,0.8527740591289473,SEC_07
2023-01-03,AST032,10.31061846600973,1.1146278192404657,SEC_00
2023-01-03,AST033,10.700254799357333,0.9928325825111951,SEC_01
2023-01-03,AST034,10.087072956970061,0.9626725829927179,SEC_02
2023-01-03,AST035,10.444908137077602,1.306133340858423,SEC_03
2023-01-03,AST036,11.421622804191452,1.038075301609284,SEC_04
2023-01-03,AST037,11.94449048206812,1.4499153508243872,SEC_05
2023-01-03,AST038,10.670570553508485,1.2532486841089048,SEC_06
2023-01-03,AST039,12.667117221302782,0.5109406598489092,SEC_07
2023-01-03,AST040,10.823233844702676,1.1606897660114697,SEC_00
2023-01-03,AST041,11.590237856840535,1.2996854838266731,SEC_01
2023-01-03,AST042,10.358134133404832,1.012445004923793,SEC_02
2023-01-03,AST043,11.230302868871746,0.8500256659236076,SEC_03
2023-01-03,AST044,10.888817876892395,1.0896472447868308,SEC_04
2023-01-03,AST045,11.005484756780806,1.1256290132010212,SEC_05
2023-01-03,AST046,9.481398807025673,0.9002408272846308,SEC_06
2023-01-03,AST047,11.462575451750709,1.3874456221981908,SEC_07
2023-01-03,AST048,10.26389031362852,0.6158073150264132,SEC_00
2023-01-03,AST049,10.58348651104147,1.1877141530839759,SEC_01
2023-01-03,AST050,11.949244191973825,1.0588392881533497,SEC_02
2023-01-03,AST051,11.553743812553789,1.2206037155652096,SEC_03
2023-01-03,AST052,11.437511591297541,1.1078878394867742,SEC_04
2023-01-03,AST053,10.32441030224074,0.6826474734087895,SEC_05
2023-01-03,AST054,11.577839350811132,0.9769351734614561,SEC_06
2023-01-03,AST055,10.756654747175402,0.8671465981220456,SEC_07
2023-01-03,AST056,11.050092894923901,0.8776797293186226,SEC_00
2023-01-03,AST057,11.092710127746205,1.1356291735274702,SEC_01
2023-01-03,AST058,11.489236350671447,1.0942225070078602,SEC_02
2023-01-03,AST059,10.49607330819114,0.9358820518666128,SEC_03
2023-01-04,AST000,10.926898329244027,0.7699040051421464,SEC_00
2023-01-04,AST001,10.997469650716287,1.1334074381783572,SEC_01
2023-01-04,AST002,11.104002360779653,1.009823705486146,SEC_02
2023-01-04,AST003,11.568061013636935,0.9916962825502026,SEC_03
2023-01-04,AST004,10.616696810179292,1.1256718961477457,SEC_04
2023-01-04,AST005,10.518057906443007,1.3317182222897703,SEC_05
2023-01-04,AST006,12.272277943883466,0.8816805567800472,SEC_06
2023-01-04,AST007,11.349412105212323,1.085854931031495,SEC_07
2023-01-04,AST008,11.57825618054159,1.2823034227427756,SEC_00
2023-01-04,AST009,11.229616068173135,1.0272045120349353,SEC_01
2023-01-04,AST010,11.950798283594775,1.0339166196387994,SEC_02
2023-01-04,AST011,11.059759003673062,0.9935978793446792,SEC_03
2023-01-04,AST012,11.34282668697388,0.743447031880921,SEC_04
2023-01-04,AST013,11.270741335172671,1.2130510229360048,SEC_05
2023-01-04,AST014,9.677631945389109,1.0420986903924687,SEC_06
2023-01-04,AST015,10.579303781814795,0.8943573919721846,SEC_07
2023-01-04,AST016,11.059319412117958,0.8273622525336815,SEC_00
2023-01-04,AST017,10.90932922845134,0.8679987382653547,SEC_01
2023-01-04,AST018,10.972272966653088,0.9417927257485291,SEC_02
2023-01-04,AST019,10.53665422304702,1.0421785360419429,SEC_03
2023-01-04,AST020,10.912120389500028,0.8452055064101042,SEC_04
2023-01-04,AST021,12.602988943762037,0.733354741845948,SEC_05
2023-01-04,AST022,12.468051266614331,1.1153785815900665,SEC_06
2023-01-04,AST023,10.560653710602665,1.01926549390632,SEC_07
2023-01-04,AST024,12.184554477245896,1.071059088490871,SEC_00
2023-01-04,AST025,10.316972746189018,0.9222558108131677,SEC_01
2023-01-04,AST026,10.680258712518059,0.93766564599214,SEC_02
2023-01-04,AST027,11.148290969780993,0.8852695441659018,SEC_03
2023-01-04,AST028,11.170895703761827,1.139728167144049,SEC_04
2023-01-04,AST029,11.492297305238239,1.1230990576401492,SEC_05
2023-01-04,AST030,10.883640381697202,1.2122045204697514,SEC_06
2023-01-04,AST031,12.028353641084127,0.8397441223588266,SEC_07
2023-01-04,AST032,10.308464623412894,1.112177369471799,SEC_00
2023-01-04,AST033,10.69957159880926,1.0075342411632757,SEC_01
2023-01-04,AST034,10.088395801065722,0.9291137314133783,SEC_02
2023-01-04,AST035,10.446530936662754,1.3243085290216605,SEC_03
2023-01-04,AST036,11.423688462273832,1.0504877172962306,SEC_04
2023-01-04,AST037,11.948491577373156,1.4238422006660234,SEC_05
2023-01-04,AST038,10.672017969813055,1.2688039052322366,SEC_06
2023-01-04,AST039,12.670044647642436,0.5459193597474029,SEC_07
2023-01-04,AST040,10.824847193317492,1.1985445252610472,SEC_00
2023-01-04,AST041,11.58839098858812,1.2863995681915896,SEC_01
